0.5,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20190925mouse7_OD_L_4_90_0000036_Structure_0001 ra35.png
3,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20190925mouse8_OD_L_4_90_0000016_Structure_0001 RA2.png
1,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20190925mouse8_OD_L_4_90_0000026_Structure_0001 ra35.png
1,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20190925mouse9_OD_L_4_90_0000006_Structure_0001 RA2.png
0.5,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20190925mouse9_OD_L_4_90_0000036_Structure_0001 ra35.png
3,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20191003mouse1_OD_L_4_90_0000006_Structure_0001 ra2.png
1,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20191003mouse1_OD_L_4_90_0000026_Structure_0001 ra35.png
0.5,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20191003mouse5_OD_L_4_90_0000016_Structure_0001 ra2.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20191003mouse5_OD_L_4_90_0000036_Structure_0001 ra35.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20191003mouse6_OD_L_4_90_0000006_Structure_0001 ra2.png
1,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20191003mouse6_OD_L_4_90_0000026_Structure_0001 ra35.png
0.5,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20191003mouse8_OD_L_4_90_0000006_Structure_0001 ra2.png
1,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20191003mouse8_OD_L_4_90_0000026_Structure_0001 ra34.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200207mouse1_OD_L_4_90_0000026_Structure_0001 RA28.png
3,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200207mouse2_OD_L_4_90_0000036_Structure_0001 RA28.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200207mouse4_OD_L_4_90_0000026_Structure_0001 RA28.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200207mouse5_OD_L_4_90_0000032_Structure_0001 RA28.png
2,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200207mouse6_OD_L_4_90_0000026_Structure_0001 RA28.png
1,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200207mouse7_OD_L_4_90_0000026_Structure_0001 RA28.png
1,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200207mouse8_OD_L_4_90_0000036_Structure_0001 RA28.png
0.5,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200207mouse9_OD_L_4_90_0000036_Structure_0001 RA28.png
4,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200220mouse1_OD_L_4_90_0000006_Structure_0001 ra1.png
1,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200220mouse2_OD_L_4_90_0000016_Structure_0001 ra1.png
2,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200220mouse4_OD_L_4_90_0000016_Structure_0001 ra1.png
2,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200220mouse5_OD_L_4_90_0000012_Structure_0001 ra1.png
4,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200220mouse6_OD_L_4_90_0000016_Structure_0001 ra1.png
4,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200220mouse7_OD_L_4_90_0000006_Structure_0001 ra1.png
4,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200220mouse8_OD_L_4_90_0000006_Structure_0001 ra1.png
2,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200220mouse9_OD_L_4_90_0000016_Structure_0001 ra1.png
3,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200221mouse1_OD_L_4_90_0000006_Structure_0001 ra1.png
1,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200221mouse1_OD_L_4_90_0000026_Structure_0001 ra28.png
1,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200221mouse2_OD_L_4_90_0000006_Structure_0001 ra1.png
2,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200221mouse2_OD_L_4_90_0000026_Structure_0001 ra28.png
4,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200221mouse4_OD_L_4_90_0000006_Structure_0001 ra1.png
0.5,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200221mouse4_OD_L_4_90_0000022_Structure_0001 ra28.png
1,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200221mouse5_OD_L_4_90_0000016_Structure_0001 ra1.png
2,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200221mouse5_OD_L_4_90_0000026_Structure_0001 ra28.png
4,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200221mouse6_OD_L_4_90_0000006_Structure_0001 ra1.png
4,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200221mouse6_OD_L_4_90_0000016_Structure_0001 ra28.png
2,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200221mouse7_OD_L_4_90_0000012_Structure_0001 ra1.png
1,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200221mouse7_OD_L_4_90_0000026_Structure_0001 ra28.png
4,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200221mouse8_OD_L_4_90_0000006_Structure_0001 ra1.png
1,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200221mouse8_OD_L_4_90_0000016_Structure_0001 ra28.png
1,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200221mouse9_OD_L_4_90_0000006_Structure_0001 ra1.png
1,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200221mouse9_OD_L_4_90_0000036_Structure_0001 ra28.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200225mouse1_OD_L_4_90_0000006_Structure_0001 ra 0.png
3,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200225mouse1_OD_L_4_90_0000036_Structure_0001 ra 10h .png
1,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200225mouse1_OD_L_4_90_0000056_Structure_0001 ra 1.png
1,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200225mouse1_OD_L_4_90_0000062_Structure_0001 ra2.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200225mouse2_OD_L_4_90_0000016_Structure_0001 ra 0.png
2,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200225mouse2_OD_L_4_90_0000022_Structure_0001 ra 10h.png
1,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200225mouse2_OD_L_4_90_0000042_Structure_0001 ra 1.png
2,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200225mouse2_OD_L_4_90_0000068_Structure_0001 ra2.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200225mouse4_OD_L_4_90_0000016_Structure_0001 ra 0.png
0.5,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200225mouse4_OD_L_4_90_0000036_Structure_0001 ra 10h.png
3,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200225mouse4_OD_L_4_90_0000046_Structure_0001 ra 1.png
4,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200225mouse4_OD_L_4_90_0000076_Structure_0001 ra2.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200225mouse5_OD_L_4_90_0000006_Structure_0001 ra 0.png
1,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200225mouse5_OD_L_4_90_0000032_Structure_0001 ra 10h.png
3,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200225mouse5_OD_L_4_90_0000046_Structure_0001 ra 1.png
2,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200225mouse5_OD_L_4_90_0000066_Structure_0001 ra2.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200225mouse6_OD_L_4_90_0000016_Structure_0001 ra 0.png
2,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200225mouse6_OD_L_4_90_0000026_Structure_0001 ra 10h.png
2,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200225mouse6_OD_L_4_90_0000046_Structure_0001 ra1.png
3,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200225mouse6_OD_L_4_90_0000076_Structure_0001 ra2.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200225mouse7_OD_L_4_90_0000006_Structure_0001 ra 0.png
2,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200225mouse7_OD_L_4_90_0000036_Structure_0001 ra 10h.png
2,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200225mouse7_OD_L_4_90_0000056_Structure_0001 ra 1.png
4,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200225mouse7_OD_L_4_90_0000072_Structure_0001 ra2.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200225mouse8_OD_L_4_90_0000026_Structure_0001 ra 10h.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200225mouse8_OD_L_4_90_0000046_Structure_0001 ra 1.png
0.5,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200225mouse8_OD_L_4_90_0000066_Structure_0001 ra2.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200225mouse9_OD_L_4_90_0000006_Structure_0001 ra 0.png
1,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200225mouse9_OD_L_4_90_0000036_Structure_0001 ra 10h.png
4,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200225mouse9_OD_L_4_90_0000056_Structure_0001 ra 1.png
4,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200225mouse9_OD_L_4_90_0000066_Structure_0001 ra2.png
4,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse1_OD_L_4_90_0000006_Structure_0001 ra1.png
2,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse1_OD_L_4_90_0000042_Structure_0001 ra28.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse11_OD_L_4_90_0000016_Structure_0001 ra 0.png
2,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse11_OD_L_4_90_0000036_Structure_0001 ra 10h.png
2,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse11_OD_L_4_90_0000056_Structure_0001 ra 1.png
4,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse11_OD_L_4_90_0000066_Structure_0001 ra2.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse12_OD_L_4_90_0000006_Structure_0001 ra 0.png
3,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse12_OD_L_4_90_0000026_Structure_0001 ra 10h.png
3,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse12_OD_L_4_90_0000046_Structure_0001 ra 1.png
2,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse12_OD_L_4_90_0000068_Structure_0001 ra2.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse14_OD_L_4_90_0000006_Structure_0001 ra 0.png
2,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse14_OD_L_4_90_0000026_Structure_0001 ra 10h.png
2,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse14_OD_L_4_90_0000036_Structure_0001 ra 1.png
3,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse14_OD_L_4_90_0000066_Structure_0001 ra2.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse15_OD_L_4_90_0000016_Structure_0001 ra 0.png
2,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse15_OD_L_4_90_0000036_Structure_0001 ra 10h.png
2,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse15_OD_L_4_90_0000056_Structure_0001 ra 1.png
4,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse15_OD_L_4_90_0000066_Structure_0001 ra2.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse17_OD_L_4_90_0000016_Structure_0001 ra 0.png
2,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse17_OD_L_4_90_0000036_Structure_0001 ra 10h.png
4,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse17_OD_L_4_90_0000052_Structure_0001 ra 1.png
4,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse17_OD_L_4_90_0000066_Structure_0001 ra2.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse18_OD_L_4_90_0000006_Structure_0001 ra 0.png
4,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse18_OD_L_4_90_0000026_Structure_0001 ra 10h.png
4,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse18_OD_L_4_90_0000036_Structure_0001 ra 1.png
4,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse18_OD_L_4_90_0000046_Structure_0001 ra2.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse19_OD_L_4_90_0000016_Structure_0001 ra 0.png
3,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse19_OD_L_4_90_0000032_Structure_0001 ra 10h.png
4,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse19_OD_L_4_90_0000052_Structure_0001 ra 1.png
4,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse19_OD_L_4_90_0000062_Structure_0001 ra2.png
3,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse2_OD_L_4_90_0000006_Structure_0001 ra1.png
1,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse2_OD_L_4_90_0000016_Structure_0001 ra28.png
4,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse4_OD_L_4_90_0000006_Structure_0001 RA1.png
2,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse4_OD_L_4_90_0000036_Structure_0001 ra28.png
3,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse5_OD_L_4_90_0000016_Structure_0001 RA1.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse5_OD_L_4_90_0000036_Structure_0001 ra28.png
2,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse6_OD_L_4_90_0000006_Structure_0001 RA1.png
0.5,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse6_OD_L_4_90_0000036_Structure_0001 ra28.png
3,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse7_OD_L_4_90_0000016_Structure_0001 RA1.png
2,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse7_OD_L_4_90_0000026_Structure_0001 ra28.png
3,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse8_OD_L_4_90_0000006_Structure_0001 ra1.png
0.5,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse8_OD_L_4_90_0000026_Structure_0001 ra28.png
2,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse9_OD_L_4_90_0000016_Structure_0001 ra1.png
0.5,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200226mouse9_OD_L_4_90_0000036_Structure_0001 ra28.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200421mouse1_OD_L_4_90_0000016_Structure_0001 RA1.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200421mouse1_OD_L_4_90_0000036_Structure_0001 RA14.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200421mouse1_OD_L_4_90_0000060_Structure_0001 RA21.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200421mouse1_OD_L_4_90_0000080_Structure_0001 ra28.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200421mouse1_OD_L_4_90_0000090_Structure_0001 RA35.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200421mouse1_OD_L_4_90_0000120_Structure_0001 RA42.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200421mouse1_OD_L_4_90_0000140_Structure_0001 RA49.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200421mouse1_OD_L_4_90_0000160_Structure_0001 RA54.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200421mouse11_OD_L_4_90_0000016_Structure_0001 RA1.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200421mouse11_OD_L_4_90_0000026_Structure_0001 RA14.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200421mouse11_OD_L_4_90_0000056_Structure_0001 RA21.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200421mouse11_OD_L_4_90_0000076_Structure_0001 ra28.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200421mouse11_OD_L_4_90_0000086_Structure_0001 RA35.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200421mouse11_OD_L_4_90_0000118_Structure_0001 RA42.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200421mouse11_OD_L_4_90_0000142_Structure_0001 RA49.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200421mouse11_OD_L_4_90_0000152_Structure_0001 RA54.png
3,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200421mouse12_OD_L_4_90_0000006_Structure_0001 RA1.png
1,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200421mouse12_OD_L_4_90_0000036_Structure_0001 RA14.png
1,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200421mouse12_OD_L_4_90_0000046_Structure_0001 RA21.png
1,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200421mouse12_OD_L_4_90_0000066_Structure_0001 ra28.png
1,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200421mouse12_OD_L_4_90_0000096_Structure_0001 RA35.png
0.5,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200421mouse12_OD_L_4_90_0000106_Structure_0001 RA42.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200421mouse14_OD_L_4_90_0000006_Structure_0001 RA1.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200421mouse14_OD_L_4_90_0000036_Structure_0001 RA14.png
0,/data/yue/pepple/classification/data/Images for AI analysis/AC_imgs_r512_c512/20200421mouse14_OD_L_4_90_0000046_Structure_0001 RA21.png
